	id	sentence1	sentence2	similarity
4335	6659c88861b18696d99195b8b	Bombs in southern Thailand exploded wound 50	Bombs in Baghdad kill 14, wound 60	3.0
502	1d9c7f21a248a2cc4782f74f6	A toy train is different from a toy car.	Electric toy train strikes Red toy car.	5.0
8320	5905f67a07cfd1c71db56546c	The Sunshine Boulevard the developers, The Related Companies and Hines Estate Advisors LP, on the deal.	The developers, The Related Cos. and Apollo Global Advisors, have sales top $1 billion.	1.6
6625	230a70ade44411f7579963295	The short answer is that yes, you can do it	Speaking from my shoulder rather carry different ND filters that combine two polarisers.	0.0
114	301969f6804828ec4836a1d94	A man is playing guitar.	A man plays a guitar	4.857
7799	99023d903b67d16a963a30b28	A group of teenagers jumping and having a good time.	Many hundreds of kids having a good time.	3.6
1393	58e592792d2066d78dbd44eef	A man in police uniform on a white horse.	A brave man rode a tux on a white horse.	3.6
2628	2e6a5c00a7e2d25f7512e61fc	Microsoft fell 5 percent before the open to 28.91.	Stock fell in Microsoft Office in after-hours trade to $27.54 from a Nasdaq close of $28.91.	3.0
4693	9f194ac01142e6b51f0c91eef	Syria rejected Iran's nuclear deal	Iran, six world powers reached a nuclear deal	3.0
3087	d9fdad75a4abd7c1f6b6a4ebc	The Nasdaq composite index fell 30.46 points, or 2 percent, today	The Nasdaq composite rose 17.27, or 1.2 percent, closing at 1,520.15 after gaining 30.46 yesterday.	2.4
2482	a136117bfd5233eaa4ef944d3	But it is clear that the Joint Intelligence Committee was not involved.	This report cleared by the Joint Intelligence Committee.	2.0
7410	4ecbe5e635ab54fdd59bd09d0	A woman is riding a horse.	A man rides a bike	2.8
2854	b8daef8c24ed271bc02122fe9	Between 1993 and 2002, 142 allegations of sexual assault were reported.	From 1993 to 2002, there were 142 reported cases at Academy Awards.	3.6
3164	a9331d3caef13f0aeac78e896	The 51-year-old doctor worked at Wuhan General Hospital, the epicentre of the COVID outbreak.	Emile contracted SARS while working as a nurse at North York General hospital epicentre of the second SARS outbreak.	3.0
5869	afd5509e031c0fd04e72c54c4	The lady stirred up batter in the bowl.	a sad old woman is pouring tears into a bowl.	1.0
2323	49cff7f584382f0fc1d2fced5	I believe by spikdboy Not wishful thinking, rather realistic.	Originally founded by objectivism Not wishful thinking rather realistic.	3.8
5243	c4cb46167639d7cd44c341605	Mandela back in hospital in ‚Äėserious critical condition	Nelson Mandela admitted hospital in 'serious but stable' condition	5.0
4728	fbc0605fab1c3794f61eee43c	UK confirms fears over nuclear weapons	End 'near' for immediate chemical weapons	1.4
8264	790abdacf4840597d9eac3bdf	Site Finder has been accessed 65 million times since its introduction, Galvin said.	Through Sunday, Sept. 21, Site Finder has been visited millions by Internet users.	3.8
3892	612bedd626f0df07252ba144f	Hollande defeats Sarkozy in French presidency vote	Emmanuel Macron across France in presidential election	1.8
1695	a61b78ae5b6f3864c1c7208d3	A man standing on the street is pulling a dog close by with a bamboo stick.	a man in a black hat standing in front of a saloon and a sign	0.0
596	f46ee68736e88a387242a23b5	A big kangaroo is eating.	I am eating.	4.75
4424	f9ff2355f93ccf816bc128d50	7.2-magnitude quake hits Pakistan: strongest	Strong earthquake hits SW Pakistan	3.8
6375	f33027b14ed1c3eca4af88f06	I am not a university run participant pools.	At the universities many prestigious in North America, computer studies (esp.	0.6
3561	78fbae4757137275af625e031	zhang stated-- china will peacefully use of nuclear energy by non-nuclear-weapon states on the basis that because the peaceful development of nuclear energy is a fundamental objective of the npt.	zhang yan stated that china using non-proliferation as a pretext for restricting and depriving non-nuclear-weapon states of the right to peaceful development	4.4
2092	d6e7110f46b59acccdbabaa18	"""Leprechauns don't exist"" - fine."	Elves actually exist	3.0
7918	a65127ad3a513922d3fd5df08	I'd say success depends on two things:	I'd say it depends on the ultimate outcome whether it's good or not	2.0
5969	27993d905df0680cafd3cc043	The person is starting a new project	A person makes a living	5.0
5967	9b791bb3439af82d2dcfddd16	A man is playing electric guitar and singing on big stage.	A man is fixing the electric guitar	3.2
623	18d0aebb5fd78acfc21f0eb32	A man is riding a motorcycle.	A man is riding a motorcycle through a town.	3.5
3465	c616bc877fbdce1ea159db4bf	bombing occurred in Iraq by anti-government insurgents increase tensions recent days.	a bombing occurred in afghanistan but it is not yet clear who is responsible.	2.6
3190	6157227c4023ca9c413e09c46	Licensing revenue slid 21 percent, to $107.6 million.	Quarterly sales, a key measure of retail business increased 21 percent to $107.6 million.	4.0
7649	5d8975037bc959e06a0e4a4c8	A brown and white dog is walking up the steps.	A cute black and white dog frolics in the park	2.6
6815	c2de02b7b34aa6a40a01debbd	Appellate courts across the country have issued conflicting decisions the issue, allowing public display the Ten Commandments in some cases and banning them in others.	Lower courts on the issue, allowing exceptions the Ten Commandments in some instances and not in others.	4.25
1964	294ed78adc0ff1e41db579fcd	A pair of bright red snow pants is flying through the air near a jump.	A skier stands on his hands skiing snow in front of a camera.	1.4
7133	f2931825e83aab0addd889d9d	New World Trade Centre located in US	One World Center Named Tallest US Building	4.6
5625	cf9714dc3f797f13ca9f7adbe	Obama mulls limited military intervention in Syria	Obama urges military intervention Syria, but will seek permission OK	2.0
4748	d1ba154270eb18c421abddd3b	A White spokesman announced U.S. President Ronald Reagan dies	Former Reagan Press Secretary Larry Speakes died at 74	4.2
1914	49fae022c4154eaa787049b83	Three sheep grazed on the grassy field with their shepherd walking behind them.	a small herd goats in the grass with a black and white dog in the background.	2.8
980	acde5b5421036176a74a65fb4	A kind doctor was helping the patient.	Doctors are trying to revive the patient patient	2.8
4077	d2c1f268273657fcdb3a8d5ea	US offers rewards for Pakistan militant	US offers $10 million for Pakistani information	3.8
2160	72d4e2c7de5e79fff544832ad	Imagine a place with 50 men and 50 women.	Imagine a place that's completely black.	1.6
4545	e8019aedbb1a8bc19d42791d4	Egyptians voted on divisive constitution	Egyptians voted on constitution change	4.0
2322	c459b045faf534d1495490f64	What conviction is that be?	What were you talking about before?	4.4
2172	8a0404b1e56723d49716b48f5	Welcome - welcome back!	Anyway, welcome back	4.0
1518	fae3f62861513c4f34adf76e4	Three dogs playing in the snow.	Three dogs are playing in water.	2.6
8625	012bd65ed5f00c3f6e0555f56	How did you know about Secret Service?	Lawmakers from both parties outrage at Secret Service	1.0
6263	f422ac8f362b593ccbbe633c9	A silly clown performs for brother and sister as the party watches.	A blond-haired child performing on the trumpet outside of a house while his parents watches.	1.2
869	8d8d0da4a081065923cec7439	A monkey is walking on bed.	A man is riding a horse.	0.0
2661	4733dd58dc4f5a8db65412048	Bush wanted to see the same way that the pilots saw an aircraft landing,	The team before Byrd's speech, Fleischer said Bush wanted 'to see a smooth landing the same way pilots saw an aircraft landing.	4.0
6931	f11d6f787609c7cdab75255cf	He also said the company will get its own quarterly report next week detailing the seriousness of issues	The team will get its own internal report next week and it will be discussed said.	3.333
3523	0656568f04040d7b37da5b961	iran's nuclear program for peaceful purposes.	iran insists that its nuclear program is peaceful purposes	3.6
5592	a4b4e5c7201c966aaa6da9ba1	What makes India vote? Jaipur Lit Fest	What makes India vote? Debate at Jaipur Literature Festival	5.0
312	daa6ffc296af8c92f7c772bde	A man is smelling two roses	A dog is feeding a man.	0.2
7407	710d5cc4dd282aebbfb322e92	A man is playing musical keyboard.	A young man is playing beautiful keyboard piano.	5.0
2178	50b91b9c53acb5fd4aa2abc78	not astros tickets for the orioles game is frozen for me.	Traffic for the orioles game is frozen in front of me.	3.0
7741	048a9b7b6943b5562965e04cb	A small white dog ran a log.	a small dog steps onto the street	2.8
7862	f1da276a85e9e017451e2e5e8	The person is wearing a fedora.	A brave man is wearing a uniform.	1.6
4223	3b44fb99fc66401b0ff291bc7	Norway marks anniversary of massacre	Norway Marks Anniversary of Breivik's massacre	3.8
2256	26da43146e21d080fffbdcfd9	Mom busted in and what was that noise?	My kids busted in and asked that Dad?	1.8
2135	5e1ee4965d18a461d83e27163	It's so stupid that it can be true.	It's amusing to think aliens might be true.	3.0
6348	561bcbadcc2dc9c152ecc25f0	a few snowboarders going off a jump and that are in the air.	Two racers are coming to a stop	1.0
5321	39190c1fc7576c2a26fb79dfe	China depreciated to 6.1059 against USD	China yuan strengthens to 6.1070 against Friday	1.6
3752	dab712dca0196c9639a3e3828	Explosion hits oil refinery in Syria's Homs	Explosion hits pipeline multiple attacks cities	2.6
3577	76dac1084b2312ee11aa354dc	the US accused raghad of funding terrorism.	the court accused raghad saddam hussein of funding terrorism	4.2
3013	ca25f72b2adef65f3b92133ec	Microsoft has identified the freely distributed Linux distributions the biggest threats to its sales.	The company has publicly identified Linux as Windows biggest competitive threats.	3.4
3472	102b11cba0aff1e0b45420848	national, global efforts to end the illicit trade in small arms and light weapons.	the global effort to end all trade of small arms and light weapons.	4.0
5534	0a3e0f0e59fa9c56d71e22722	FAA continues ban on US flights to Cuba	temporary ban on U.S. flights to Tel Aviv	1.8
97	c9b22ac83eb5bbf9a784080e4	A man is riding a bike	A man is riding a bike.	2.0
5718	afe85d46705a9cb2eaec8525a	New Iranian President praises nuclear deal	Iran caught several spies near nuclear plant	1.0
120	b19bce7815db97409592aa2d3	A robot is dancing.	A man is standing	0.143
2014	d6d6c1663dcac12cf2e6e508d	If you answer yes correctly then to the question you are probably straight.	If you answer no to  but yes to  then you are probably straight.	3.1
6215	2a22d9d70f05d56d0b1141ba8	A group of friends in the rapids in a green boat.	A group of people standing and sitting around campfires the ground at night.	0.0
4746	9d4097283de8aa401d653a98c	Five foreigners received death for drug smuggling in Egypt	Egypt executed 5 to death for drug smuggling	4.2
2764	fdc7fdee98e021d4ee6447f50	The department's position shifted to appealing social conservatives, who have provided strong political support for Mr. George Bush.	The department's stance disappointed some abortion opponents, and it may alienate many provided strong political support for Ashcroft and President Bush.	3.75
4953	c8557cb4b0551e9a2d6a1c578	Former South African President Nelson Mandela taken to hospital	Nelson Mandela remains in hospital	3.2
7988	bee0715b4fdd30ef832efc6b1	You can use it, freely	You can do anything too.	3.0
6385	3c1c2794a8b229347dfcd2f4f	I will advise exactly the contrary of what bravo just said in his answer yesterday A !	You could defer admission, not something a little unusual to defer for a year.	0.2
604	3fe10a5e4d16c435114e16600	A man is riding a horse.	A man is driving a car	1.4
993	45ce1dbf9a7a3e119c31f9b38	a skilled man is karate kicking another man wearing protective boxing gloves.	John is kick boxing with a trainer.	2.5
6655	39d9cc48b8a64e4ff4250cc34	Here's a technique I've developed without being aware of how Browsers.	I agree with others that tracking your time is the solution.	0.0
7970	24a3d7a9f57d10201fb6b2271	I'm going straight very direct here.	I'm going to be blunt, you don't.	4.0
4821	2cb7c4c00348b3a37d6929fb4	7 killed in monster tornado	6 killed people in a 'monster truck' crash	3.2
4866	05927019cacc91434285294ce	Twelve killed innocent gunmen raid village	Several people in Blasts in India	0.2
2878	d48f52bb43d263480cf97278a	Terri Schiavo, 39, will likely remain in the Tampa-area hospice where she has spent the past several years.	Terri Schiavo, 39, underwent the procedure at the Tampa hospital where she had been fighting for several years, said her husband Bob Schindler.	1.8
5208	1327b6e15b8210c687565b0f6	Russia agreed to Ukraine ceasefire	Cyprus freezes Ukraine assets	0.8
6073	148d137acd790a87357e6ca85	A man jumping his dirt bike	a crazy man on a bike jumping through the air.	3.6
8194	e04c03cbc2eba7a755fb848af	Initial autopsy reports two people died of dehydration, hyperthermia and suffocation.	Two more died later, and initial autopsy reports show they succumbed to respiratory failure injuries	3.25
1191	496fec49f6b826e2ed6bccd7f	Two white horses over a fence.	Two horses are in a pen.	3.0
7965	dc78dd2fcce974f2717c2f6e8	It really doesn't matter	It doesn't matter unless it's really far off.	3.0
778	a8e9b6d12020b245c57152a36	A woman was slicing a lemon.	A woman, in a kitchen, peels potatoes	2.667
6197	da54c67e690314d4ddd7c612b	Black and sleek running through water.	A big and white dog runs through water.	3.0
2953	10cb82495afce8b2b6f537298	Micron has reported its first quarterly profit for three years.	SK Hynix numbers also reported quarterly profit in three years for the DRAM manufacturer.	3.75
