	id	sentence1	sentence2	similarity
6873	f26009b2821a613905aaff1d0	the tablets' design violates the principle of religious neutrality.	the monument is unconstitutional.	4.0
5405	b77455d74af452f4f784ec637	the situation remains volatile and tense.	security forces restore order in the city center.	4.4
1364	401739e0cb753efbf18c6532a	it is grazing in a rugged terrain.	a majestic creature grazing peacefully.	4.4
7276	4bd4f24c1168ed16717485307	she is preparing a savory dish.	she is chopping the onion into small pieces.	2.2
439	ae83c293c722a0efa193ec9f8	he is preparing to shoot.	he is making a tortilla with butter.	0.0
7466	219d90ba3068bd01c715247c9	it's a feline's worst nightmare.	it's a hot summer day.	4.2
4288	194d21cb585e2c65955bdf6f1	the Dow Jones Industrial Average is down 100 points.	the Dow Jones Industrial Average closed with a slight gain.	2.0
4817	c00874eabba291df83e7931d5	the blast caused significant damage and disruption in the area.	a chaotic scene unfolded in the city center.	4.4
5850	5891a701b8c067998ae3b3f35	he is doing some DIY.	he is providing her with relaxation and care.	0.2
3898	3a1e1f1ec0d144b1b30917ed1	Egypt's first democratically elected president is Islamist Morsi.	he is a strong contender for the top office.	1.0
5658	44f623e56c7eda2392b7bdd54	Paul Ryan's leadership style will guide the House's legislative agenda.	Paul Ryan's leadership is being considered again.	3.0
7219	99be908161f8c9a2474c69937	a US drone attack in North Waziristan has claimed his life.	they will unleash a wave of violent attacks.	1.2
2509	acf38b457420a0ab301e261e4	the majority of frog species were discovered and documented in the 19th century.	the majority of frog species were identified by the mid-19th century.	3.8
6128	3fcd98bc80528059307edfb6c	they are having a fun outdoor activity.	a serene scene unfolds.	0.6
220	7c0c22e70570959a3a7d740b0	they are chopping the onion into thin pieces.	they are preparing a side dish.	1.0
4562	ce2bbcc51e612c1e5473216d0	the truth about Obama's campaign is shocking.	the country holds its breath for a new beginning.	1.2
4449	4101be29cb720dc8dea13500e	a suspect is in custody for the officer's shooting.	the officer's actions are unacceptable and warrant disciplinary action.	0.4
6837	37c3ddce8a422da4b5426da38	no statements were obtained from the athletic department officials.	Lebo has not received an official offer from Iowa State.	2.8
5403	ed430dd45269ecb047a6e8747	the Japanese market is showing signs of recovery.	the Japanese market is experiencing a minor correction.	1.8
6717	9df5858e50886220578ba82f2	fresh produce is available every week.	it showcases the festive atmosphere of Switzerland's major cities.	2.0
6713	7857b6d33fc8fd2f7ebd62ba9	it was just a coincidence that she drew Li Na in the first round.	I am providing a separate answer to ensure readability.	0.0
1932	c75b4c542158911ac6de789fd	a symbol of unity and harmony.	the mural depicts a vintage automobile.	1.2
1142	ca38e3ee30c1bce3ec009c4e2	a social gathering is taking place.	a quartet of individuals gathered around a table.	3.0
2636	9fa6771e936d2c06609261e82	the accusations of human rights abuses are largely unfounded.	the allegations are largely unfounded.	3.25
7723	6ed492e70a341ba6c4b6d8e98	the action is a pitch.	a young baseball player is on the field.	3.4
763	4134be234b8a2d92bc2bb974d	he was enjoying his morning coffee.	a massive cloud of dust and debris was scattered everywhere.	0.0
4393	0bed2a04737fbd65e0f432424	we must focus on finding a solution that benefits all parties.	he advocates for stricter border control measures.	3.0
3734	a703d9c09f349e589ae4c1e77	the signing of the agreement is a minor aspect of the NATO defense chiefs' meeting.	the signing ceremony took place in Brussels.	3.0
6573	8f8716abb915845d181957672	they have a diverse diet.	turtles and fish have different dietary goals.	2.8
6217	ff1ae2cde047f15034fa9f52c	The black and brown dog is playing in the yard.	the dog is on high alert.	2.4
4452	0a4c987baf8f0e3c57885ee36	it's a satellite-free way to connect the world.	multinational corporations are exploiting loopholes.	1.0
6154	7192c294558ccaf607b574bb8	a canine is swimming in the water.	a canine is immersed in the aquatic environment.	4.0
3226	e84c18ee9f814506c95fa8dcb	the stock market index rose by 1.98%.	the US stock market surged yesterday.	3.0
179	965c0478a9208819ea4487fb0	he is in a hurry.	he is jogging along the highway.	3.5
3395	8f4a9a18df1cf1b104a98dcb9	the Nasdaq Composite Index is down 0.11%.	the S&P 500 Index has a minor decline.	0.6
3135	b4f6463aff5d59d2cbb389cc4	the risk of contamination is a major concern.	risk is a measure of uncertainty.	1.75
7861	396bb88cf72dcdb93418b28f5	they are competing in a fun jumping competition.	they are having a fun night with friends.	1.2
2167	078b6a72d2e900b1ceedc3020	we're discussing the symbolism of everyday objects.	we're discussing the metaphors of everyday life.	4.8
5017	35611e0db7bb95f4d4070de59	he is being held in pre-trial detention.	awaiting the outcome of the judicial process.	5.0
3071	7b1b14cfe4f207092c5ebc018	the company's response to the news is pending.	the company's public relations team is unavailable for statement.	3.8
5251	14da70b1eee969bd49b2759c4	many lives were lost in the tragic accident.	a devastating tragedy has struck the country.	3.0
1261	110997aae20d59a229a1f99ed	a flock of woolly friends are staring back at us.	a cat is showcasing its vulnerability.	1.2
2137	06669de2e08025584ef6650b5	you are just a robot trying to communicate.	it's just a bunch of robot nonsense.	4.57142857142857
7667	33a4eaf749d6d8a5f119da8d1	the canine friends are having fun outside.	they are enjoying the sunny day.	4.6
7686	8a6f37ad3a705b22c692f712e	two brown dogs are swimming in the water.	a refreshing summer scene unfolds.	4.6
5845	ff5286a354b6bebe769804592	she is on a horseback ride around the boundary.	a canine is performing a thrilling stunt.	0.6
6963	2950ec81fd704f1cdf97e793d	the stock price dropped by 14 cents.	the stock price is increasing slightly.	3.25
3326	80cee73b994a2313f70189078	the new archdiocese leader made a swift decision.	the Catholic Church's financial future is now more secure.	3.0
8248	69a8c978ad61afc445ef94f17	the operation was met with little opposition.	the city has a significant political influence in Iraq.	2.25
1557	173dbd16e1cf8362c497508b3	a canine enjoying a leisurely aquatic activity.	a canine is enjoying a leisurely aquatic activity.	5.0
3155	2dda0b450910ce24635bbcf87	this enables seamless communication between devices.	it enables seamless wireless communication for Bluetooth devices.	3.25
5358	908180f75274aa390722222a9	the individual's actions were a serious violation of public trust.	the threats were made in a moment of madness.	5.0
7255	9bf810bfb8553378a13cf1cb5	he is using a sustainable mode of transportation.	he is pedaling a two-wheeled vehicle.	3.5
3143	f87d79946461361ecbca0d023	the euro's decline against the dollar may accelerate if it falls below $1.15.	the euro's decline could accelerate if it falls below $1.15.	3.6
8519	61ef7a5edacde8d1749d5f4a3	honor human rights defenders and champions of freedom.	he is a strong contender for the award.	3.6
2728	444e5b4208974b6095b1da763	the request was made to protect her privacy.	Verizon has been instructed to keep Jane Doe's name confidential.	3.6
1564	1dd67b81a033ee30a9ed77a57	the dog is enjoying the autumn scenery.	the dog is swimming in the sea.	1.8
63	9d1eb15aae116ab9ecb5b581b	he is on a bike.	he is mounted on a horse.	1.4
2417	cbfcfce4a4dc8bdee405b1f66	I'm excited to showcase my capabilities.	I'm excited to receive the update.	1.8
8296	f824ca5b38373533f3b57e5e1	these companies are prominent players in the mobile industry.	these companies will be forced to switch to Nvidia's proprietary technology.	3.0
6781	7c1790b586a29c5f2e649dae3	it's actually a test of his mental fitness.	it's a hassle to get around without one.	1.75
6493	6bdd946958b272fa82193f2ca	lettuce is going to seed.	it has indeed begun to bolt.	3.2
6241	b3c32df2bbcf95894dbd6eb3d	they perform a thrilling trick.	the dog is jumping down the stairs.	0.8
7522	e4de0d12aea9f48ee09ebca32	a detailed image of an ostrich's head is shown.	an ostrich's facial features are quite striking.	4.4
3797	39dde1ae3e4168a059a90e833	a tragic incident has occurred in the community.	a tragic incident has occurred in the community.	5.0
2533	7917d7ed29a594d0c2a76979e	Dotson claimed self-defense in the shooting incident.	Dotson claimed self-defense in the shooting of Dennehy.	4.25
3205	5411d07626afc441c9ba215e1	it is a frivolous lawsuit with no basis in reality.	the judge's ruling is a clear indication of the case's weakness.	3.25
4928	a4b863c9a596d4c19b18e9a75	the driver's role in the accident will be investigated.	Garzon's role in the Madrid train crash will be scrutinized.	3.8
4912	0872d579b253cdd2fbfd472f0	the death toll is catastrophic.	dozens more injured in the devastating attacks.	2.2
4349	06258dde337e6fb13cf8ff21e	a tsunami warning has been issued for the surrounding areas.	a moderate earthquake has hit the region.	3.2
5881	537c408dfae460e5732df1641	she is preparing a healthy snack.	she is preparing a healthy snack.	5.0
5444	e4b703191f5ba590381f40ad4	the audio analysis is crucial to the case.	the process of choosing impartial jurors will start now.	1.4
8561	992a3aa59192c66b08df45d62	the teenager's case highlights the complexities of international law.	a tragic loss of life highlights ongoing conflict and humanitarian crisis.	0.4
3732	7e6f6c74ffb86be4909a7e5f2	they represent the state in the senate.	the prime minister received a prestigious honor.	1.8
4739	532effc9b2b61494dc8625cb8	he will contest from multiple national assembly seats.	he will contest from multiple constituencies.	4.75
8199	053a7ba8246044be4606ad3e8	the capital city is on the brink of chaos.	a nationwide rebellion against the government has begun.	2.8
1431	c10c713cfc8e8fe6385d982c9	it's a delicate balance.	the bird's habitat is quite precarious.	3.0
5237	868b04eb05fba9bad9145e927	the treaty's provisions are too restrictive for Russian interests.	a major step towards global disarmament is imminent.	1.6
6051	f494bf8bcd0d2387924282ca1	a warm and cozy dining space is created.	a warm and cozy atmosphere is created.	4.4
1178	2e5a0e47fcf3ec97ace3f6d2f	is a fashionably dressed individual.	a commuter is waiting for the train.	1.0
1138	e9eedec0eda34b3143ec0c32d	is getting ready for a festive holiday party.	it is a stationary train in a rail yard.	0.0
5706	6d8e251917050a7523ba1286e	the disaster has caused unprecedented devastation.	over 15,000 people are feared dead or injured.	3.0
2689	17645258029125715abd1deb9	the risk of mosquito-borne illnesses is increasing in the region.	the health department has received a significant number of West Nile virus case reports.	2.6
1549	029859dcc05fe4c0e502c006f	she is a fruit vendor.	a silhouette of mystery and power is presented.	2.4
4420	acd23e01a0cee629025a909e1	the country's economic outlook has improved.	the Shanghai Composite Index rises 1.2%.	3.4
6020	2fd4877b90121d7d21824c29b	the cow is posing for a photo.	the majestic creature is posing for a photo.	3.6
482	fa8e26a469e8c4aa9129a1c2c	it was enjoying a soft and absorbent snack.	the hedgehog is attacking the blanket.	3.4
135	7581f68db1078aaf2182d1e4a	the puppy's favorite toy is a blue tennis ball.	the puppy is having fun.	4.0
2148	c60b2d7b53b5bdee23a1fbaf7	the US government imposed an embargo on oil imports from Iran.	the oil production has ceased.	2.0
1462	2a24f87c3d271e40786df52fa	a cluttered space with a TV and bookshelves.	a cozy entertainment space.	3.2
4918	3f49442dd09b5011e21a28023	it is a significant step towards peace in the region.	it is a gesture of goodwill towards Afghanistan.	3.6
4885	c95545ec8a70b55f98f22f044	investors are worried about the company's future growth.	investors are worried about the company's financial future.	3.2
5918	6ae3ba6f0330280084a029277	they are making a soup.	he is cooking a hearty soup.	3.75
2427	ae54f416111c949fc983c94e1	then moral principles are merely human constructs with no objective basis.	the concept of moral wrongness is meaningless.	5.0
6965	18e48c48b8d05068d4c6a6437	the US 10-year bond yield increased by 0.03 percentage points.	the 10-year US bond yield has increased slightly.	3.417
5216	97d32599aa75727cae748b0b5	the score is a thrilling 300-250.	the English batsmen are struggling against the Australian bowling attack.	4.0
2246	cbb1eedb68877b2051bfd0508	it was a numerical exploration.	studying the growth patterns of trees is crucial for understanding environmental history.	1.6
